Predictor1,Predictor2,Predictor3,Predictor4,Predictor5,Predictor6,Predictor7,Predictor8,Predictor9,Predictor10,Target1,Target2
HN-I-LGN-FRI6,BKNDF,Yze Cpbftcpo,B,G,YMP,LR,22,2,1,1,0
OT-I-TFL-FRI5,BKNQG,Yze Cpbftcpo,B,O,YMP,SX,2,1,1,0,0
IG-I-XHW-FRI3,BKNQG,Spwo,D,S,YMP,CD,10,2,2,0,0
NX-I-LKM-FRI1,BKNQH,Yze Cpbftcpo,B,G,YMP,RB,1,1,3,0,0
UY-I-LFN-RTI1,BKNFI,Yze Cpbftcpo,B,G,PAY,YC,1,1,3,1,0
PX-I-WFA-RTI3,BKNDF,Yze Cpbftcpo,B,R,PAY,TB,1,1,1,0,0
SE-I-IFW-FRI1,BKNDG,Hltgpo,B,D,YMP,WI,4,1,2,0,1
VF-I-DFG-FRI5,BKNRF,Spwo,B,Y,YMP,ZJ,25,2,4,0,1
JH-I-UFT-QTF,BKNDF,Yze Cpbftcpo,A,P,AXM,NL,1,1,3,0,0
JL-I-VGX-FRI6,BKNQF,Hltgpo,B,Q,YMP,NP,1,1,1,0,0
QT-I-VFJ-QTF,BKNFH,Spwo,C,Q,AXM,UX,6,1,4,0,0
VF-I-IFO-FRI2,BKNRF,Spwo,C,D,YMP,ZJ,5,1,2,0,1
OF-I-PHE-QTF,BKNDH,Yze Cpbftcpo,A,K,AXM,SJ,1,1,2,1,1
PX-I-VLH-FRI1,BKNDF,Spwo,C,Q,YMP,TB,6,1,7,0,0
GJ-I-VGK-RTI1,BKNFI,Yze Cpbftcpo,B,Q,PAY,KN,4,1,1,0,0
GJ-I-VGF-FRI18,BKNFI,Spwo,C,Q,YMP,KN,8,3,3,0,1
OF-I-LVZ-QTF,BKNDH,Yze Cpbftcpo,B,G,AXM,SJ,1,1,2,0,0
IB-I-VEF-QTF,BKNQG,Spwo,D,Q,AXM,CD,3,1,1,0,0
JL-I-VGM-FRI10,BKNQF,Hltgpo,B,Q,YMP,NP,3,1,4,1,0
OT-I-VHJ-FRI5,BKNQG,Spwo,B,Q,YMP,SX,44,4,3,0,0
OF-I-IJT-QTF,BKNDH,Hltgpo,C,D,AXM,SJ,4,1,4,0,0
XW-I-VIV-FRI2,BKNRG,Hltgpo,B,Q,YMP,BA,1,1,1,0,0
LD-I-VCE-FRI8,BKNFI,Hltgpo,B,Q,YMP,PH,10,3,1,0,0
P8-I-VFJ-RTI2,BKNFF,Yze Cpbftcpo,B,Q,PAY,T8,3,0,1,0,0
AR-I-VFF-RTI1,BKNDG,Hltgpo,B,Q,PAY,EV,1,1,1,1,0
XE-I-DFH-FRI2,BKNFI,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,Y,YMP,BI,7,1,4,0,0
UQ-I-IGP-FRI1,BKNFG,Spwo,C,D,YMP,YU,7,2,6,0,0
OT-I-WFD-FRI6,BKNQG,Yze Cpbftcpo,A,R,YMP,SX,1,1,2,1,0
UY-I-LFZ-QTF,BKNFI,Spwo,C,G,AXM,YC,1,1,6,1,0
NX-I-LIT-FRI1,BKNQH,Yze Cpbftcpo,B,G,YMP,RB,6,1,4,0,0
PX-I-VLL-RTI2,BKNDF,Spwo,B,Q,PAY,TB,3,1,2,0,0
ST-I-VGA-FRI1,BKNFH,Hltgpo,C,Q,YMP,WX,19,2,4,1,0
UN-I-LFN-FRI2,BKNDG,Yze Cpbftcpo,B,G,YMP,YR,1,1,2,0,0
YP-I-DFQ-QTF,BKNFF,Spwo,C,Y,AXM,CT,3,1,10,1,1
NX-I-UFG-FRI5,BKNQH,Yze Cpbftcpo,B,P,YMP,RB,7,3,1,0,0
FY-I-TFE-QTF,BKNDG,Spwo,B,O,AXM,JC,3,1,2,0,1
ZP-I-IHW-QTF,BKNFI,Spwo,B,D,AXM,DT,1,1,1,0,0
LD-I-IKL-QTF,BKNFI,Spwo,C,D,AXM,PH,1,1,3,1,0
UQ-I-TFF-FRI4,BKNFG,Yze Cpbftcpo,B,O,YMP,YU,8,3,1,1,0
NX-I-VLH-QTF,BKNQH,Spwo,C,Q,AXM,RB,7,1,3,0,1
NX-I-PJN-FRI1,BKNQH,Yze Cpbftcpo,A,K,YMP,RB,1,1,2,1,0
UY-I-WGE-QTF,BKNFI,Yze Cpbftcpo,B,R,AXM,YC,1,1,4,0,1
YM-I-LGX-FRI2,BKNDG,Yze Cpbftcpo,B,G,YMP,CQ,2,1,1,1,0
ST-I-LBG-FRI5,BKNFH,Yze Cpbftcpo,C,G,YMP,WX,5,2,4,1,1
PF-I-DFJ-FRI1,BKNFG,Hltgpo,D,Y,YMP,DY,8,2,3,1,0
PX-I-IGC-QTF,BKNDF,Spwo,C,D,AXM,TB,4,1,6,0,0
UN-I-KFG-QTF,BKNDG,Spwo,C,F,AXM,YR,10,2,8,0,1
JL-I-XFG-FRI12,BKNQF,Spwo,B,S,YMP,NP,2,1,3,0,1
KN-I-VFN-RTI1,BKNFH,Yze Cpbftcpo,B,Q,PAY,OR,3,1,1,0,0
NX-I-IFX-RTI1,BKNQH,Yze Cpbftcpo,B,D,PAY,RB,1,1,1,0,0
NX-I-IHM-QTF,BKNQH,Spwo,C,D,AXM,RB,1,1,4,0,0
ZP-I-TFM-FRI1,BKNFI,Yze Cpbftcpo,B,O,YMP,DT,1,1,1,0,0
FY-I-VII-FRI2,BKNDG,Spwo,C,Q,YMP,JC,6,1,3,1,0
NI-I-VFU-FRI9,BKNDG,Hltgpo,B,Q,YMP,RM,6,2,3,0,0
ST-I-VFD-FRI2,BKNFH,Hltgpo,B,Q,YMP,WX,2,1,3,0,1
KN-I-DFP-QTF,BKNFH,Spwo,C,Y,AXM,OR,17,2,8,1,1
NX-I-QFJ-FRI1,BKNQH,Spwo,C,L,YMP,RB,3,2,6,0,0
HS-I-HFH-FRI2,BKNDH,Yze Cpbftcpo,B,C,YMP,LW,1,1,1,0,0
NX-I-FIH-QTF,BKNQH,Yze Cpbftcpo,C,A,AXM,RB,1,1,6,0,0
P7-I-VGV-FRI1,BKNFF,Hltgpo,B,Q,YMP,T7,5,1,2,0,1
XS-I-VFD-RTI2,BKNDG,Yze Cpbftcpo,B,Q,PAY,BW,7,1,1,0,0
OF-I-LVK-RTI1,BKNDH,Yze Cpbftcpo,B,G,PAY,SJ,2,1,1,1,0
LD-I-IJP-QTF,BKNFI,Hltgpo,C,D,AXM,PH,1,1,3,0,0
XU-I-LFN-FRI3,BKNFI,Yze Cpbftcpo,B,G,YMP,BY,2,1,3,1,0
WT-I-VFW-FRI2,BKNFG,Spwo,B,Q,YMP,AX,7,2,3,0,1
GX-I-VFG-FRI3,BKNQF,Yze Spwo zc Hltgpo mfe Cpbftcpo,D,Q,YMP,JO,9,3,4,0,0
MZ-I-JFH-QTF,BKNFG,Yze Cpbftcpo,B,E,AXM,QD,1,1,6,0,0
OF-I-DFZ-QTF,BKNDH,Yze Spwo zc Hltgpo mfe Cpbftcpo,C,Y,AXM,SJ,10,1,6,0,0
NX-I-VKY-RTI1,BKNQH,Yze Cpbftcpo,B,Q,PAY,RB,2,1,2,0,0
HN-I-LGT-FRI8,BKNDF,Yze Cpbftcpo,B,G,YMP,LR,1,1,2,0,0
FJ-I-GFF-RTI1,BKNRG,Hltgpo,B,B,PAY,JN,4,2,2,1,1
HN-I-LGC-QTF,BKNDF,Yze Cpbftcpo,B,G,AXM,LR,3,1,3,0,0
XB-I-TFQ-QTF,BKNFH,Yze Cpbftcpo,C,O,AXM,BF,5,2,3,0,0
VF-I-LFQ-QTF,BKNRF,Hltgpo,C,G,AXM,ZJ,2,1,7,0,0
PX-I-VLS-QTF,BKNDF,Spwo,B,Q,AXM,TB,3,1,6,0,1
PX-I-VMK-QTF,BKNDF,Spwo,C,Q,AXM,TB,7,4,5,1,0
ZU-I-DFF-QTF,BKNFG,Hltgpo,C,Y,AXM,DY,1,1,3,0,0
HN-I-RFH-FRI1,BKNDF,Yze Cpbftcpo,B,M,YMP,LR,1,1,1,0,0
NX-I-HGS-QTF,BKNQH,Yze Cpbftcpo,B,C,AXM,RB,1,1,4,0,1
JH-I-XFF-QTF,BKNDF,Spwo,C,S,AXM,NL,4,1,2,0,1
UQ-I-XFN-FRI4,BKNFG,Spwo,C,S,YMP,YU,20,3,7,0,0
7M-I-VFF-RTI3,BKNQF,Yze Cpbftcpo,D,Q,PAY,JO,6,1,2,0,0
FY-I-AFN-FRI1,BKNDG,Spwo,C,V,YMP,JC,10,2,9,0,0
YP-I-LJL-QTF,BKNFF,Yze Cpbftcpo,C,G,AXM,CT,4,1,2,0,0
VG-I-LFF-RTI1,BKNQF,Yze Cpbftcpo,D,G,PAY,JO,1,1,1,0,0
LD-I-LHS-FRI1,BKNFI,Yze Cpbftcpo,B,G,YMP,PH,3,1,1,0,0
GW-I-FFN-FRI2,BKNDF,Yze Cpbftcpo,B,A,YMP,KA,15,1,3,1,0
YP-I-UGP-QTF,BKNFF,Yze Cpbftcpo,B,P,AXM,CT,7,4,1,1,1
JL-I-VKT-RTI1,BKNQF,Yze Cpbftcpo,B,Q,PAY,NP,7,2,2,0,0
RK-I-GFI-QTF,BKNDG,Spwo,C,B,AXM,VO,2,1,6,0,1
ZP-I-XFH-FRI8,BKNFI,Hltgpo,B,S,YMP,DT,1,1,3,1,0
PX-I-IHO-QTF,BKNDF,Spwo,C,D,AXM,TB,4,3,7,0,0
U7-I-XFF-RTI2,BKNQG,Yze Cpbftcpo,D,S,PAY,AF,2,2,1,0,0
UN-I-VFM-FRI4,BKNDG,Spwo,B,Q,YMP,YR,6,1,3,1,0
YB-I-LII-FRI1,BKNDH,Yze Cpbftcpo,B,G,YMP,CF,1,1,3,0,0
OF-I-LVH-QTF,BKNDH,Yze Cpbftcpo,B,G,AXM,SJ,1,1,3,0,0
RT-I-LGU-QTF,BKNQG,Yze Cpbftcpo,B,G,AXM,VX,4,1,3,0,0
VF-I-IFO-FRI3,BKNRF,Spwo,B,D,YMP,ZJ,2,1,1,0,0
PX-I-LIK-RTI1,BKNDF,Yze Cpbftcpo,B,G,PAY,TB,2,1,1,0,1
NV-I-FFG-FRI6,BKNRF,Yze Cpbftcpo,B,A,YMP,RZ,11,1,5,1,0
NX-I-DFM-QTF,BKNQH,Hltgpo,C,Y,AXM,RB,8,1,5,0,1
P8-I-SFG-FRI1,BKNFF,Spwo,B,N,YMP,T8,1,1,3,0,0
RZ-I-VFM-FRI4,BKNQF,Spwo,B,Q,YMP,VD,10,0,1,0,0
IA-I-LFG-QTF,BKNDG,Yze Cpbftcpo,D,G,AXM,CQ,1,1,1,0,0
PX-I-UFV-QTF,BKNDF,Yze Cpbftcpo,B,P,AXM,TB,1,1,2,0,0
YZ-I-XFK-QTF,BKNQG,Spwo,B,S,AXM,CD,4,1,5,0,1
RT-I-DFG-FRI8,BKNQG,Spwo,B,Y,YMP,VX,108,6,3,1,0
GJ-I-LEW-QTF,BKNFI,Yze Cpbftcpo,B,G,AXM,KN,2,2,1,0,0
OT-I-VIK-QTF,BKNQG,Spwo,C,Q,AXM,SX,13,4,4,0,0
FZ-I-LFR-FRI1,BKNFG,Yze Cpbftcpo,B,G,YMP,JD,3,1,1,0,0
FY-I-TFL-RTI3,BKNDG,Yze Cpbftcpo,B,O,PAY,JC,5,1,3,0,1
FY-I-VHL-FRI4,BKNDG,Hltgpo,B,Q,YMP,JC,4,1,4,1,0
XS-I-VFB-RTI5,BKNDG,Yze Cpbftcpo,B,Q,PAY,BW,22,3,4,1,1
IJ-I-LYY-FRI9,BKNFH,Yze Cpbftcpo,B,G,YMP,MN,6,2,3,0,1
YM-I-PJK-QTF,BKNDG,Yze Cpbftcpo,A,K,AXM,CQ,1,1,1,0,0
PX-I-VLI-FRI2,BKNDF,Spwo,C,Q,YMP,TB,2,2,5,0,1
YP-I-LJJ-QTF,BKNFF,Yze Cpbftcpo,B,G,AXM,CT,3,1,3,1,0
XB-I-IFG-FRI2,BKNFH,Spwo,C,D,YMP,BF,12,2,4,1,0
XS-I-DFO-FRI1,BKNDG,Spwo,C,Y,YMP,BW,15,2,10,1,0
OF-I-VJX-RTI3,BKNDH,Yze Cpbftcpo,B,Q,PAY,SJ,2,2,1,0,0
PX-I-DFX-RTI1,BKNDF,Yze Cpbftcpo,B,Y,PAY,TB,2,1,1,1,1
XU-I-DFN-FRI5,BKNFI,Spwo,C,Y,YMP,BY,25,3,8,0,1
XB-I-VFA-QTF,BKNFH,Hltgpo,B,Q,AXM,BF,2,1,3,0,1
LW-I-VGX-FRI8,BKNFF,Spwo,C,Q,YMP,PA,14,4,4,0,1
OF-I-XFN-FRI6,BKNDH,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,S,YMP,SJ,32,5,8,1,0
ZI-I-UFF-QTF,BKRQG,Yze Cpbftcpo,D,P,AXM,CY,1,1,1,1,0
SG-I-DFJ-FRI2,BKNFG,Hltgpo,D,Y,YMP,DY,3,1,1,0,0
OT-I-VII-QTF,BKNQG,Spwo,B,Q,AXM,SX,1,1,3,0,0
GJ-I-SRT-RTI1,BKNFI,Yze Cpbftcpo,B,N,PAY,KN,9,3,1,0,0
GJ-I-LFF-FRI1,BKNFI,Yze Cpbftcpo,C,G,YMP,KN,3,1,3,0,1
YP-I-LIN-FRI1,BKNFF,Yze Cpbftcpo,B,G,YMP,CT,1,1,2,0,0
JS-I-IFG-QTF,BKNFH,Spwo,B,D,AXM,NW,2,1,3,0,0
NX-I-VKO-FRI5,BKNQH,Spwo,B,Q,YMP,RB,2,1,7,0,0
LD-I-IJT-FRI1,BKNFI,Hltgpo,C,D,YMP,PH,1,1,3,0,0
XB-I-DFF-RTI2,BKNFH,Yze Cpbftcpo,B,Y,PAY,BF,3,1,1,0,0
YP-I-VHW-FRI2,BKNFF,Hltgpo,A,Q,YMP,CT,1,1,2,0,0
FY-I-VFW-FRI5,BKNDG,Spwo,B,Q,YMP,JC,7,1,2,0,0
JL-I-FFG-QTF,BKNQF,Spwo,C,A,AXM,NP,15,1,4,0,1
YB-I-XFV-FRI1,BKNDH,Spwo,C,S,YMP,CF,27,3,14,0,0
HS-I-UXF-RTI1,BKNDH,Yze Cpbftcpo,B,P,PAY,LW,4,2,1,1,0
NI-I-KFG-FRI1,BKNDG,Hltgpo,B,F,YMP,RM,13,2,1,0,0
NX-I-LKH-QTF,BKNQH,Yze Cpbftcpo,B,G,AXM,RB,4,1,2,0,0
YB-I-FFW-RTI2,BKNDH,Yze Cpbftcpo,B,A,PAY,CF,2,0,1,0,1
YM-I-VFW-FRI6,BKNDG,Spwo,B,Q,YMP,CQ,2,1,1,0,0
YM-I-WFT-FRI4,BKNDG,Yze Cpbftcpo,A,R,YMP,CQ,1,1,1,0,0
XS-I-VFD-QTF,BKNDG,Spwo,B,Q,AXM,BW,39,7,4,0,1
FY-I-IFC-FRI1,BKNDG,Hltgpo,B,D,YMP,JC,10,1,4,1,0
PX-I-DFA-QTF,BKNDF,Spwo,C,Y,AXM,TB,3,1,6,1,0
HS-I-FHX-FRI1,BKNDH,Yze Cpbftcpo,B,A,YMP,LW,3,1,2,0,0
NV-I-LFE-FRI1,BKNRF,Yze Cpbftcpo,B,G,YMP,RZ,2,1,1,1,0
YM-I-LHI-FRI1,BKNDG,Yze Cpbftcpo,B,G,YMP,CQ,8,1,1,0,0
FY-I-VHX-FRI4,BKNDG,Hltgpo,C,Q,YMP,JC,19,1,7,0,1
GZ-I-XFG-RTI7,BKNFH,Yze Cpbftcpo,B,S,PAY,KD,33,6,4,1,0
PF-I-XFF-FRI1,BKNFG,Spwo,D,S,YMP,DY,5,1,3,0,0
ST-I-RBK-FRI5,BKNFH,Yze Cpbftcpo,B,M,YMP,WX,1,1,2,1,0
VF-I-VFM-FRI2,BKNRF,Spwo,B,Q,YMP,ZJ,9,1,2,0,0
OF-I-LVP-QTF,BKNDH,Yze Cpbftcpo,B,G,AXM,SJ,2,1,4,1,0
YB-I-FHI-QTF,BKNDH,Yze Cpbftcpo,B,A,AXM,CF,6,1,5,0,0
GZ-I-FFF-FRI1,BKNFH,Yze Cpbftcpo,B,A,YMP,KD,8,1,1,0,1
NX-I-VKD-QTF,BKNQH,Spwo,C,Q,AXM,RB,3,1,6,0,0
OF-I-VJJ-FRI2,BKNDH,Hltgpo,B,Q,YMP,SJ,2,2,1,0,0
SE-I-HFL-FRI1,BKNDG,Yze Cpbftcpo,B,C,YMP,WI,1,0,1,0,0
OT-I-LFN-RTI4,BKNQG,Yze Cpbftcpo,B,G,PAY,SX,4,2,1,0,0
ST-I-VGQ-RTI2,BKNFH,Hltgpo,B,Q,PAY,WX,9,1,4,1,0
YN-I-XFF-QTF,BKNQF,Spwo,C,S,AXM,CR,3,1,2,1,1
OF-I-IJV-QTF,BKNDH,Yze Spwo zc Hltgpo mfe Cpbftcpo,C,D,AXM,SJ,6,1,4,1,0
HS-I-VIF-QTF,BKNDH,Spwo,C,Q,AXM,LW,8,2,6,0,1
RT-I-RSV-FRI7,BKNQG,Yze Cpbftcpo,B,M,YMP,VX,1,1,1,0,0
YB-I-UFF-FRI5,BKNDH,Yze Cpbftcpo,B,P,YMP,CF,5,3,2,0,0
FY-I-XFN-FRI1,BKNDG,Spwo,C,S,YMP,JC,43,5,14,0,0
KN-I-IFL-FRI2,BKNFH,Spwo,B,D,YMP,OR,8,2,4,1,1
RT-I-UIU-FRI7,BKNQG,Yze Cpbftcpo,B,P,YMP,VX,1,1,2,0,0
XW-I-LFN-FRI6,BKNRG,Yze Cpbftcpo,B,G,YMP,BA,3,1,3,0,0
PF-I-VFN-QTF,BKNFG,Spwo,D,Q,AXM,DY,2,1,2,0,0
IJ-I-VFS-FRI4,BKNFH,Hltgpo,B,Q,YMP,MN,1,1,2,0,0
NX-I-VJL-FRI11,BKNQH,Spwo,B,Q,YMP,RB,6,1,5,0,0
NX-I-WJF-FRI1,BKNQH,Yze Cpbftcpo,A,R,YMP,RB,2,1,1,0,0
B4-I-UFF-FRI2,BKNFF,Yze Cpbftcpo,B,P,YMP,F4,1,1,1,0,0
HS-I-LHK-QTF,BKNDH,Yze Cpbftcpo,B,G,AXM,LW,1,1,1,0,0
PX-I-VKL-FRI5,BKNDF,Spwo,B,Q,YMP,TB,7,1,4,0,0
OT-I-PIO-FRI3,BKNQG,Yze Cpbftcpo,A,K,YMP,SX,1,1,2,0,0
JL-I-LFH-FRI7,BKNQF,Yze Cpbftcpo,B,G,YMP,NP,16,2,2,0,1
SJ-I-IFZ-QTF,BKNFI,Spwo,C,D,AXM,WN,1,1,2,0,0
IJ-I-LFN-RTI2,BKNFH,Yze Cpbftcpo,B,G,PAY,MN,2,1,1,0,0
OT-I-VGZ-FRI2,BKNQG,Spwo,B,Q,YMP,SX,2,1,2,0,0
NY-I-VFP-FRI11,BKNFI,Spwo,B,Q,YMP,RC,2,1,3,0,0
EG-I-VFF-QTF,BKNFH,Yze Spwo zc Hltgpo mfe Cpbftcpo,D,Q,AXM,UQ,2,1,1,0,0
UQ-I-TFP-QTF,BKNFG,Yze Cpbftcpo,C,O,AXM,YU,2,2,2,0,1
IG-I-VFR-RTI1,BKNDG,Yze Cpbftcpo,D,Q,PAY,VO,1,1,1,0,0
UP-I-VFO-FRI8,BKNQH,Spwo,C,Q,YMP,YT,9,1,5,0,0
UQ-I-VFU-FRI3,BKNFG,Hltgpo,B,Q,YMP,YU,7,2,4,1,1
HX-I-VFK-QTF,BKNDF,Spwo,B,Q,AXM,LB,7,2,4,0,0
SE-I-XFG-FRI5,BKNDG,Spwo,C,S,YMP,WI,10,4,4,0,0
RZ-I-VFT-FRI7,BKNQF,Spwo,C,Q,YMP,VD,109,10,4,0,1
FJ-I-VFO-FRI5,BKNRG,Spwo,B,Q,YMP,JN,3,2,2,0,0
OF-I-UHS-QTF,BKNDH,Yze Cpbftcpo,C,P,AXM,SJ,6,2,3,0,0
OT-I-PIO-FRI6,BKNQG,Yze Cpbftcpo,A,K,YMP,SX,1,1,1,0,0
FJ-I-DFK-QTF,BKNRG,Yze Spwo zc Hltgpo mfe Cpbftcpo,C,Y,AXM,JN,44,5,11,0,0
LW-I-VFL-FRI2,BKNFF,Yze Spwo zc Hltgpo mfe Cpbftcpo,C,Q,YMP,PA,98,10,5,1,0
RK-I-LFS-FRI5,BKNDG,Yze Cpbftcpo,B,G,YMP,VO,3,1,2,0,0
HN-I-AFE-QTF,BKNDF,Yze Spwo zc Hltgpo mfe Cpbftcpo,C,V,AXM,LR,52,8,13,0,1
OT-I-VGC-FRI10,BKNQG,Spwo,B,Q,YMP,SX,9,2,3,0,0
HT-I-UHG-RTI4,BKNDF,Yze Cpbftcpo,B,P,PAY,LX,1,1,2,0,0
UQ-I-DFG-FRI5,BKNFG,Spwo,C,Y,YMP,YU,11,3,5,1,0
YM-I-WGR-FRI1,BKNDG,Yze Cpbftcpo,A,R,YMP,CQ,1,1,1,0,0
PX-I-VKX-FRI3,BKNDF,Spwo,B,Q,YMP,TB,1,1,2,0,0
XW-I-XFN-FRI9,BKNRG,Spwo,B,S,YMP,BA,29,3,6,0,1
NX-I-LID-FRI1,BKNQH,Yze Cpbftcpo,B,G,YMP,RB,1,1,2,0,0
P5-I-VFG-FRI1,BKNFF,Hltgpo,B,Q,YMP,T5,3,1,1,0,0
WT-I-VFX-QTF,BKNFG,Spwo,C,Q,AXM,AX,8,2,4,1,1
HN-I-FFI-FRI3,BKNDF,Yze Cpbftcpo,B,A,YMP,LR,2,1,2,0,0
JT-I-QFF-FRI1,BKNFG,Yze Cpbftcpo,D,L,YMP,DY,5,1,1,0,0
HT-I-LFL-FRI6,BKNDF,Yze Cpbftcpo,B,G,YMP,LX,6,1,1,0,0
HN-I-VFF-FRI12,BKNDF,Hltgpo,B,Q,YMP,LR,3,1,3,0,0
JL-I-VKC-FRI1,BKNQF,Spwo,B,Q,YMP,NP,1,1,4,0,0
NX-I-FHV-QTF,BKNQH,Yze Cpbftcpo,B,A,AXM,RB,2,1,2,0,0
UG-I-VPJ-RTI1,BKNQG,Spwo,D,Q,PAY,TN,1,1,1,0,0
IJ-I-FFN-QTF,BKNFH,Yze Cpbftcpo,B,A,AXM,MN,2,1,2,0,0
NY-I-DFI-FRI1,BKNFI,Spwo,C,Y,YMP,RC,3,1,3,0,0
LD-I-KFR-FRI1,BKNFI,Spwo,B,F,YMP,PH,18,3,5,1,0
GW-I-VFV-FRI4,BKNDF,Spwo,B,Q,YMP,KA,1,1,1,0,0
YB-I-IFQ-QTF,BKNDH,Hltgpo,C,D,AXM,CF,5,2,5,0,0
UN-I-XFI-FRI1,BKNDG,Hltgpo,B,S,YMP,YR,2,1,2,0,0
FY-I-VIG-QTF,BKNDG,Spwo,C,Q,AXM,JC,23,5,4,0,0
NX-I-VJS-FRI4,BKNQH,Spwo,C,Q,YMP,RB,5,1,6,0,0
SC-I-VFF-RTI1,BKNFG,Yze Cpbftcpo,D,Q,PAY,DY,5,1,1,0,0
FZ-I-LFQ-FRI3,BKNFG,Yze Cpbftcpo,B,G,YMP,JD,4,1,3,1,0
PX-I-VKZ-FRI2,BKNDF,Spwo,B,Q,YMP,TB,2,2,2,0,0
YP-I-LIY-QTF,BKNFF,Yze Cpbftcpo,B,G,AXM,CT,3,1,1,0,0
GJ-I-IEA-FRI10,BKNFI,Spwo,B,D,YMP,KN,1,1,1,1,0
XS-I-XFF-RTI7,BKNDG,Yze Cpbftcpo,B,S,PAY,BW,1,1,1,1,0
FY-I-SFQ-RTI3,BKNDG,Yze Cpbftcpo,B,N,PAY,JC,2,1,1,0,0
XS-I-XFJ-FRI1,BKNDG,Hltgpo,B,S,YMP,BW,4,2,4,0,1
PX-I-JFT-FRI4,BKNDF,Yze Cpbftcpo,A,E,YMP,TB,1,1,1,0,0
RK-I-VFO-QTF,BKNDG,Spwo,B,Q,AXM,VO,3,1,7,1,0
OF-I-SHK-QTF,BKNDH,Hltgpo,B,N,AXM,SJ,1,1,1,0,0
JU-I-QFF-RTI1,BKNFG,Yze Cpbftcpo,D,L,PAY,AK,2,1,1,0,0
SA-I-VFI-QTF,BKNDG,Hltgpo,D,Q,AXM,CQ,8,2,4,0,1
GF-I-KIJ-RTI3,BKNRG,Yze Cpbftcpo,B,F,PAY,KJ,4,2,1,0,0
KW-I-XFJ-FRI7,BKNFI,Hltgpo,B,S,YMP,OA,5,4,6,0,0
JE-I-XFG-QTF,BKNFH,Spwo,C,S,AXM,NI,32,6,16,1,1
XW-I-VIL-FRI5,BKNRG,Spwo,B,Q,YMP,BA,14,1,6,0,0
IY-I-VFD-QTF,BKNDH,Spwo,D,Q,AXM,CF,2,2,2,0,1
SB-I-VFH-QTF,BKNFG,Hltgpo,D,Q,AXM,DY,5,1,1,0,0
UN-I-VFM-FRI3,BKNDG,Hltgpo,B,Q,YMP,YR,2,1,5,0,0
YZ-I-LFM-QTF,BKNQG,Yze Cpbftcpo,B,G,AXM,CD,2,1,1,0,0
LW-I-XSC-FRI9,BKNFF,Yze Spwo zc Hltgpo mfe Cpbftcpo,C,S,YMP,PA,23,3,4,1,0
UP-I-XFK-FRI11,BKNQH,Yze Spwo zc Hltgpo mfe Cpbftcpo,B,S,YMP,YT,9,3,6,0,0
YZ-I-LHB-FRI7,BKNQG,Yze Cpbftcpo,B,G,YMP,CD,4,1,1,1,0
XS-I-WSH-FRI6,BKNDG,Yze Cpbftcpo,A,R,YMP,BW,1,1,2,0,0
ZU-I-VFG-QTF,BKNFG,Spwo,B,Q,AXM,DY,6,1,3,0,0
P8-I-VFH-FRI5,BKNFF,Spwo,B,Q,YMP,T8,7,2,2,0,0
PX-I-VHO-FRI6,BKNDF,Spwo,B,Q,YMP,TB,5,2,3,0,1
NX-I-LKM-RTI2,BKNQH,Yze Cpbftcpo,B,G,PAY,RB,2,2,2,0,0
UY-I-LFN-FRI2,BKNFI,Yze Cpbftcpo,B,G,YMP,YC,2,1,3,1,0
UQ-I-VGH-FRI1,BKNFG,Spwo,C,Q,YMP,YU,46,8,7,0,0
GJ-I-TFG-FRI3,BKNFI,Spwo,C,O,YMP,KN,2,1,3,0,0
RT-I-UIU-FRI6,BKNQG,Yze Cpbftcpo,B,P,YMP,VX,3,1,3,0,0
PX-I-TGN-FRI2,BKNDF,Yze Cpbftcpo,B,O,YMP,TB,1,1,2,0,0
IJ-I-VFS-FRI5,BKNFH,Hltgpo,B,Q,YMP,MN,6,1,5,1,0
XS-I-LKR-FRI1,BKNDG,Yze Cpbftcpo,B,G,YMP,BW,5,1,1,1,0
JL-I-LFB-FRI5,BKNQF,Yze Cpbftcpo,B,G,YMP,NP,5,2,3,0,0
IJ-I-VFO-RTI3,BKNFH,Hltgpo,B,Q,PAY,MN,1,0,2,0,0
B4-I-UFF-FRI3,BKNFF,Yze Cpbftcpo,B,P,YMP,F4,1,1,1,0,0
XW-I-LFN-FRI7,BKNRG,Yze Cpbftcpo,B,G,YMP,BA,3,1,2,0,0
PX-I-LIT-QTF,BKNDF,Yze Cpbftcpo,B,G,AXM,TB,1,1,1,0,0
PX-I-VKL-FRI4,BKNDF,Spwo,B,Q,YMP,TB,11,1,3,0,1
NX-I-VJC-RTI4,BKNQH,Yze Cpbftcpo,B,Q,PAY,RB,1,1,1,0,0
RZ-I-VFU-FRI5,BKNQF,Spwo,C,Q,YMP,VD,21,7,2,1,0
OT-I-XFH-RTI1,BKNQG,Yze Cpbftcpo,B,S,PAY,SX,2,1,1,1,1
NY-I-VFP-RTI2,BKNFI,Yze Cpbftcpo,B,Q,PAY,RC,1,1,1,0,0
YM-I-LGC-FRI2,BKNDG,Yze Cpbftcpo,B,G,YMP,CQ,2,1,2,0,1
ST-I-LFV-QTF,BKNFH,Yze Cpbftcpo,B,G,AXM,WX,4,1,1,0,1
